100001,X
100002,X
100005,X
100010,C
100013,X
100019,X
100028,X
100032,X
100033,X
100037,C
100042,X
100043,X
100048,0
100050,X
100054,C
100057,X
100059,X
100060,X
100061,C
100062,X
100063,X
100064,X
100065,X
100066,X
100067,X
100069,X
100072,X
100074,C
100076,1
100078,C
100084,X
100090,X
100091,X
100092,X
100099,X
100100,X
100105,X
100106,X
100107,0
100109,X
100112,X
100113,C
100117,X
100124,C
100128,X
100131,X
100132,0
100135,X
100138,X
100139,C
100142,X
100145,C
100146,X
100148,X
100149,X
100150,X
100156,X
100157,X
100160,X
100161,X
100162,X
100163,X
100167,X
100168,X
100169,X
100170,X
100171,X
100172,X
100175,X
100176,X
100179,X
100180,X
100181,X
100184,X
100187,X
100188,X
100193,X
100199,X
100200,C
100201,X
100204,X
100211,1
100212,0
100213,X
100218,0
100221,X
100222,X
100223,X
100227,X
100231,X
100232,X
100237,X
100239,X
100241,X
100242,X
100243,X
100245,X
100247,X
100250,C
100252,C
100253,X
100255,C
100256,X
100263,X
100264,C
100265,X
100267,X
100269,X
100271,X
100276,X
100278,X
100280,X
100283,X
100284,X
100289,X
100291,X
100292,X
100294,C
100298,X
100301,X
100302,X
100303,X
100306,X
100307,X
100308,X
100311,X
100312,X
100315,X
100316,X
100318,X
100321,X
100322,X
100327,C
100330,X
100332,X
100333,0
100342,X
100346,X
100348,X
100349,X
100352,X
100358,X
100361,X
100362,C
100363,X
100365,C
100367,X
100373,X
100382,X
100384,0
100385,X
100386,X
100393,X
100396,0
100399,X
100403,X
100404,X
100406,C
100411,C
100414,X
100415,X
100416,C
100417,X
100418,C
100422,X
100423,X
100424,X
100426,X
100432,X
100434,X
100437,X
100438,X
100439,0
100443,X
100444,X
100446,X
100447,X
100449,X
100450,X
100451,0
100455,X
100464,X
100466,X
100473,X
100478,X
100482,X
100483,X
100484,X
100486,C
100489,X
100493,X
100494,X
100496,0
100498,X
100501,X
100502,X
100510,X
100511,C
100512,0
100515,X
100517,X
100519,X
100522,C
100523,X
100530,X
100535,C
100538,X
100540,X
100541,C
100543,C
100548,X
100551,X
100552,X
100553,X
100554,0
100555,X
100557,X
100560,X
100561,X
100564,X
100566,X
100568,X
100571,C
100579,C
100580,X
100581,X
100585,X
100588,X
100589,C
100592,X
100595,X
100596,X
100599,X
100605,X
100607,X
100612,X
100617,X
100618,X
100619,X
100620,0
100622,X
100626,X
100635,X
100644,X
100645,X
100646,1
100650,X
100652,C
100653,X
100654,X
100656,X
100662,C
100663,X
100669,X
100670,X
100672,X
100673,C
100674,C
100675,X
100677,X
100679,C
100681,X
100685,X
100686,X
100689,C
100692,X
100697,X
100699,X
100702,X
100710,X
100711,X
100712,X
100714,X
100718,C
100719,X
100720,C
100722,X
100727,C
100729,C
100732,X
100734,X
100743,C
100745,X
100747,X
100748,X
100751,X
100752,X
100753,X
100754,X
100757,X
100759,X
100760,X
100762,X
100763,X
100765,C
100766,X
100770,X
100771,C
100772,X
100773,C
100775,X
100776,X
100777,X
100778,X
100779,X
100785,X
100786,X
100788,X
100791,X
100792,C
100794,X
100796,X
100797,X
100804,X
100807,X
100812,X
100816,X
100818,X
100822,X
100823,X
100826,X
100830,X
100831,X
100836,X
100840,X
100842,X
100845,X
100847,X
100853,X
100855,X
100858,X
100859,X
100861,X
100862,X
100866,C
100867,X
100869,C
100871,0
100872,X
100875,X
100878,X
100879,X
100882,0
100886,X
100896,X
100897,X
100902,X
100910,X
100912,C
100913,X
100916,X
100918,X
100920,X
100921,X
100926,C
100931,X
100935,X
100937,X
100938,0
100942,X
100943,C
100944,1
100948,X
100952,X
100953,X
100959,X
100965,X
100966,C
100968,X
100970,X
100972,C
100980,0
100982,X
100983,X
100984,X
100985,X
100987,X
100995,X
100997,X
100998,X
101000,C
101002,X
101003,X
101004,X
101012,X
101017,X
101020,C
101021,C
101022,X
101024,X
101025,X
101026,X
101031,X
101033,C
101034,X
101035,X
101037,X
101038,X
101039,X
101040,X
101041,X
101043,0
101047,X
101049,X
101051,X
101053,X
101055,X
101056,X
101057,X
101060,X
101062,X
101063,X
101064,X
101066,X
101071,X
101073,X
101074,C
101076,X
101079,X
101084,C
101087,X
101088,X
101090,X
101092,X
101096,X
101097,X
101098,X
101099,X
101104,X
101107,C
101112,C
101115,X
101117,X
101118,X
101123,X
101125,X
101126,C
101127,X
101128,X
101134,X
101138,X
101140,X
101141,X
101142,X
101146,C
101147,C
101153,C
101154,C
101156,C
101162,C
101164,X
101168,X
101169,X
101173,X
101174,X
101176,0
101179,X
101180,X
101181,X
101186,X
101190,X
101191,X
101194,X
101195,X
101198,X
101200,X
101201,X
101204,X
101211,X
101212,X
101213,X
101218,X
101221,C
101223,X
101234,X
101237,X
101243,X
101244,X
101253,X
101254,X
101258,X
101259,C
101263,X
101265,X
101266,C
101267,X
101268,X
101269,X
101271,X
101272,C
101276,X
101278,X
101280,X
101281,X
101284,X
101286,X
101287,X
101293,X
101294,X
101296,X
101297,X
101299,X
101301,X
101302,C
101305,C
101306,X
101308,X
101310,X
101311,X
101313,X
101318,X
101320,C
101323,X
101327,X
101328,X
101329,X
101337,X
101341,C
101342,X
101343,X
101346,X
101353,X
101354,X
101355,X
101356,X
101360,C
101362,X
101365,X
101368,X
101369,X
101373,X
101374,X
101377,C
101378,C
101380,X
101383,X
101384,X
101385,X
101388,X
101391,X
101398,X
101399,X
101405,X
101407,X
101411,X
101412,C
101413,X
101414,X
101419,X
101421,X
101426,C
101427,X
101428,X
101430,X
101431,X
101432,X
101433,X
101434,C
101435,X
101437,X
101440,X
101441,X
101447,C
101449,X
101450,X
101453,X
101455,X
101457,X
101458,0
101461,X
101465,X
101467,X
101468,C
101472,X
101478,X
101479,X
101484,X
101485,X
101494,C
101495,X
101497,X
101499,X
101501,X
101504,X
101511,X
101515,X
101517,X
101524,X
101525,X
101527,C
101529,X
101531,X
101534,X
101536,X
101539,C
101543,X
101548,0
101549,X
101555,X
101557,X
101570,X
101571,X
